,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
844,"Then, Michelle and Gregory were working at the restaurant. Michelle decided to give a basketball to","Then, Michelle and Gregory were working at the restaurant. Shannon decided to give a basketball to","Then, Michelle and Gregory were working at the restaurant. Gregory decided to give a basketball to",20653,16738
586,"Then, Mark and Christina had a lot of fun at the store. Christina gave a kiss to","Then, Mark and Christina had a lot of fun at the store. Lauren gave a kiss to","Then, Mark and Christina had a lot of fun at the store. Mark gave a kiss to",2940,33673
215,"Then, Katie and Benjamin were thinking about going to the garden. Katie wanted to give a snack to","Then, Katie and Benjamin were thinking about going to the garden. Kristen wanted to give a snack to","Then, Katie and Benjamin were thinking about going to the garden. Benjamin wanted to give a snack to",14533,24721
991,"Then, Stephanie and Charles were thinking about going to the store. Stephanie wanted to give a snack to","Then, Stephanie and Charles were thinking about going to the store. Brittany wanted to give a snack to","Then, Stephanie and Charles were thinking about going to the store. Charles wanted to give a snack to",7516,26085
233,"After Sean and Jeffrey went to the office, Sean gave a computer to","After Sean and Jeffrey went to the office, Nicole gave a computer to","After Sean and Jeffrey went to the office, Jeffrey gave a computer to",19627,11465
228,"Then, Lindsey and Sean were thinking about going to the house. Sean wanted to give a necklace to","Then, Lindsey and Sean were thinking about going to the house. Katherine wanted to give a necklace to","Then, Lindsey and Sean were thinking about going to the house. Lindsey wanted to give a necklace to",30334,11465
815,"Then, Dustin and Melissa were thinking about going to the hospital. Dustin wanted to give a computer to","Then, Dustin and Melissa were thinking about going to the hospital. Emily wanted to give a computer to","Then, Dustin and Melissa were thinking about going to the hospital. Melissa wanted to give a computer to",24164,37616
755,"When Katherine and Patrick got a necklace at the store, Katherine decided to give it to","When Katherine and Patrick got a necklace at the store, Stephen decided to give it to","When Katherine and Patrick got a necklace at the store, Patrick decided to give it to",9925,32719
493,"Then, Steven and Travis went to the garden. Steven gave a kiss to","Then, Steven and Travis went to the garden. Sarah gave a kiss to","Then, Steven and Travis went to the garden. Travis gave a kiss to",19804,8239
800,"When Anthony and Laura got a drink at the garden, Anthony decided to give it to","When Anthony and Laura got a drink at the garden, Stephanie decided to give it to","When Anthony and Laura got a drink at the garden, Laura decided to give it to",16753,9953
758,"Then, Kenneth and Kristen had a long argument, and afterwards Kenneth said to","Then, Kenneth and Kristen had a long argument, and afterwards Amanda said to","Then, Kenneth and Kristen had a long argument, and afterwards Kristen said to",44467,23632
891,"Then, Christina and Crystal were working at the house. Crystal decided to give a kiss to","Then, Christina and Crystal were working at the house. James decided to give a kiss to","Then, Christina and Crystal were working at the house. Christina decided to give a kiss to",33673,12969
388,"Then, Samuel and Jeffrey had a lot of fun at the office. Jeffrey gave a kiss to","Then, Samuel and Jeffrey had a lot of fun at the office. Nicholas gave a kiss to","Then, Samuel and Jeffrey had a lot of fun at the office. Samuel gave a kiss to",17100,19627
867,"Then, Sean and Danielle were thinking about going to the store. Danielle wanted to give a kiss to","Then, Sean and Danielle were thinking about going to the store. Paul wanted to give a kiss to","Then, Sean and Danielle were thinking about going to the store. Sean wanted to give a kiss to",11465,39808
851,"Then, Christine and Jason went to the garden. Jason gave a snack to","Then, Christine and Jason went to the garden. Michelle gave a snack to","Then, Christine and Jason went to the garden. Christine gave a snack to",26088,8982
836,"When Gregory and Amanda got a necklace at the restaurant, Gregory decided to give it to","When Gregory and Amanda got a necklace at the restaurant, David decided to give it to","When Gregory and Amanda got a necklace at the restaurant, Amanda decided to give it to",23040,20653
873,"Then, Mary and Nicole had a long argument, and afterwards Nicole said to","Then, Mary and Nicole had a long argument, and afterwards Heather said to","Then, Mary and Nicole had a long argument, and afterwards Mary said to",5335,25176
312,"After John and Lindsay went to the hospital, Lindsay gave a basketball to","After John and Lindsay went to the hospital, Emily gave a basketball to","After John and Lindsay went to the hospital, John gave a basketball to",1757,33127
4,"After Charles and Justin went to the garden, Charles gave a bone to","After Charles and Justin went to the garden, Bryan gave a bone to","After Charles and Justin went to the garden, Justin gave a bone to",10799,7516
680,"After Stephen and Brandon went to the office, Stephen gave a snack to","After Stephen and Brandon went to the office, Nicholas gave a snack to","After Stephen and Brandon went to the office, Brandon gave a snack to",14328,7970
336,"Then, David and Michelle had a lot of fun at the office. Michelle gave a snack to","Then, David and Michelle had a lot of fun at the office. Kristen gave a snack to","Then, David and Michelle had a lot of fun at the office. David gave a snack to",3271,16738
958,"Then, Gregory and John were thinking about going to the garden. John wanted to give a basketball to","Then, Gregory and John were thinking about going to the garden. Alexander wanted to give a basketball to","Then, Gregory and John were thinking about going to the garden. Gregory wanted to give a basketball to",20653,1757
468,"Then, Christina and Paul went to the store. Christina gave a bone to","Then, Christina and Paul went to the store. Erica gave a bone to","Then, Christina and Paul went to the store. Paul gave a bone to",3362,33673
885,"After Kelly and Bryan went to the restaurant, Kelly gave a computer to","After Kelly and Bryan went to the restaurant, Erin gave a computer to","After Kelly and Bryan went to the restaurant, Bryan gave a computer to",17857,9077
122,"Then, Kimberly and Kenneth were working at the school. Kenneth decided to give a bone to","Then, Kimberly and Kenneth were working at the school. Katherine decided to give a bone to","Then, Kimberly and Kenneth were working at the school. Kimberly decided to give a bone to",48685,23632
670,"After Kevin and Jeremy went to the station, Kevin gave a drink to","After Kevin and Jeremy went to the station, Michelle gave a drink to","After Kevin and Jeremy went to the station, Jeremy gave a drink to",11753,7939
268,"Then, Jeffrey and Heather had a long argument, and afterwards Heather said to","Then, Jeffrey and Heather had a long argument, and afterwards Nicole said to","Then, Jeffrey and Heather had a long argument, and afterwards Jeffrey said to",19627,24253
617,"Then, Christine and Elizabeth had a lot of fun at the garden. Elizabeth gave a snack to","Then, Christine and Elizabeth had a lot of fun at the garden. Vanessa gave a snack to","Then, Christine and Elizabeth had a lot of fun at the garden. Christine gave a snack to",26088,10674
976,"Then, Gregory and Kimberly were working at the station. Kimberly decided to give a necklace to","Then, Gregory and Kimberly were working at the station. Amber decided to give a necklace to","Then, Gregory and Kimberly were working at the station. Gregory decided to give a necklace to",20653,48685
133,"After Jeffrey and Jason went to the school, Jeffrey gave a necklace to","After Jeffrey and Jason went to the school, Scott gave a necklace to","After Jeffrey and Jason went to the school, Jason gave a necklace to",8982,19627
714,"Then, Crystal and Sarah were thinking about going to the garden. Crystal wanted to give a kiss to","Then, Crystal and Sarah were thinking about going to the garden. Joshua wanted to give a kiss to","Then, Crystal and Sarah were thinking about going to the garden. Sarah wanted to give a kiss to",10490,12969
593,"Then, Robert and Courtney were working at the house. Robert decided to give a bone to","Then, Robert and Courtney were working at the house. Christopher decided to give a bone to","Then, Robert and Courtney were working at the house. Courtney decided to give a bone to",36677,5199
93,"After Jennifer and Sean went to the hospital, Sean gave a kiss to","After Jennifer and Sean went to the hospital, Emily gave a kiss to","After Jennifer and Sean went to the hospital, Jennifer gave a kiss to",16348,11465
